Event Name,Event ID,EventIntroText,EventText,EventImagePathname
San Francisco 49ers,758,"As the 2008 season approaches, fans with tickets to San Francisco 49ers games are hoping to cheer their team to their sixth Super Bowl win.  With head coach Mike Nolan and 49ers’ fans pinning their hopes on running back Frank Gore, tight end Vernon Davis, quarterback Alex Smith, and rookie Justin Smith, the 49ers have a good chance of again making NFL history and giving fans the championship win they have been dreaming of for almost twenty years.","<p>Californians are reminded of the gold rush as they watch football lovers rush to the box office to purchase tickets for San Francisco 49ers games at Bill Walsh Field at Monster Park.  </p><br/>
<p>With their addition to the All-American Football Conference in 1946, the 49ers began making NFL history and haven’t stopped since.  Many football fans, whether they cheer for the 49ers or not, believe the 49ers of the 1980s and 1990s to be the greatest team in NFL history.  With five Super Bowl wins, the 49ers are tied with the Pittsburgh Steelers and the Dallas Cowboys for the most Super Bowl titles.  The team is also the only team to be undefeated in Super Bowl appearances.  </p><br/>
<p>The 49ers’ impressive Super Bowl record began in 1982, winning Super Bowl XVI by defeating the championship Cincinnati Bengals 26-21 on January 24th.  The 1982 win, as well as the 49ers’ Super Bowl XXIII win in 1989, again against the Cincinnati Bengals, were thanks in large part to legendary quarterback Joe Montana, who played with the 49ers for sixteen seasons and is still considered one of the NFL’s greatest quarterbacks of all time.  </p><br/>
<p>January 20, 1985, saw the San Francisco 49ers making their third Super Bowl appearance, facing off against the champion Miami Dolphins at Stanford Stadium.  The 49ers once again thrilled lucky fans with Super Bowl tickets by pulling off another win, drowning the Dolphins, 38-16.  A short four years later, the 49ers would once again win the Super Bowl in 1989.  The 49ers managed to pull off a repeat win the following season, beating out the Denver Broncos in Super Bowl XXIV 55-10, giving the 49ers one of the most lopsided wins in Super Bowl history.  1995 would mark the last time the 49ers made it to the Super Bowl to date, but also marks their fifth Super Bowl win, as the team trounced the San Diego Chargers in Super Bowl XXIX.  </p>"
Oakland Raiders,626,"Now, as the 2008 season gets underway, the Oakland Raiders and their fans are hoping the team can finally end its losing slump and maybe even manage a return to Super Bowl stardom.  With hopes pinned on quarterback JaMarcus Russell, Justin Fargas, Javone Walker, and rookies Darren McFadden and DeAngelo Hall, head coach Lane Kiffin is sure that this year the Oakland Raiders will be the team to beat and that lucky fans with tickets to Oakland Raiders football games at McAfee Coliseum will be able to watch the team make football history once more. ","<p>Football lovers began to line up in droves to purchase tickets for Oakland Raiders games after the team joined the American Football League in 1960 and proved to fans they were bound for greatness, overcoming struggles and setbacks in their first three seasons.   With the hiring of Al Davis as the team’s new head coach in 1963, the Raiders were turned into winners, setting the stage for a winning team that can boast only seven losing seasons from 1963 to 2002.  </p><br/>
<p>1967 saw the Oakland Raiders making the first of five Super Bowl appearances after winning their first of twelve division championships.  Although the Raiders lost Super Bowl II to Vince Lombardi’s Green Bay Packers, 33-14, the Raiders still proved they were a team to be reckoned with.  For the rest of the 1960s and into the 1970s, the Oakland Raiders were one of the NFL’s top teams, coming in first in their league and winning numerous division championships.  Season tickets for Oakland Raiders games became a hot commodity during the 1970s, with eager fans filling the stadium seats to cheer their team onto to further victory.  </p><br/>
<p>1979 saw Oakland Raiders ticket holders rewarded with an appearance at Super Bowl XI, where they won their first Super Bowl title, trouncing the Minnesota Viking 32-14.  Just four short years later, the Raiders would once again win their division and make it to Super Bowl XV, where the Raiders became the first NFL wild card team to win the Super Bowl, beating the Philadelphia Eagles 27-10.  On January 22, 1984, the Raiders had a repeat performance, winning Super Bowl XVIII 38-9 against the Washington Redskins.  </p><br/>"
St. Louis Rams,808,"As the 2008 season approaches, Martz is sure he will be giving lucky fans with tickets to St. Louis Rams games at Edward Jones Dome exactly what they have been waiting for, with a strong team that once more has a chance at a division title.","<p>The St. Louis Rams rammed their way into fans’ hearts and football history with their induction into the American Football League in 1936.   Although the team has not always been based out of St. Louis, starting in Cleveland, Ohio, before moving to Los Angeles, where they played for more than thirty years and moving to Anaheim in 1979 and playing there for fifteen seasons, the city of St. Louis and its citizens have become loyal followers of the Rams since their arrival in 1994.  </p><br/>
<p>Despite the fact that the St. Louis Rams have only won the Super Bowl once, in 2000, when they defeated the Tennessee Titans 23-16 in Super Bowl XXXIV, the team has given fans with tickets to St. Louis Rams games plenty to cheer about.  Aside from an eight-year slump in the 1990s, the Rams have been playoff contenders consistently since the 1970s, making the Rams one of NFL’s most impressive team when studying records and stats.  Mike Martz has kept the team running in top shape since he was hired in 2005.</p>"
Cleveland Browns,181,"The Dawgs are already barking for what is shaping up to be a rousing 2008 season for the Cleveland Browns. Browns fans, who have a history of supporting the team in good times and bad, will want to be sure to have tickets when their steadfast loyalty is rewarded with a return to the playoffs. General manager Phil Savage and head coach Romeo Crennel, who started within one month of each other in 2005, have both committed to new contracts and are pleased to be continuing the rebuilding program they envisioned when they came on board. With Derek Anderson returning as quarterback to lead a strong core of veterans and new players, the team will be pushing toward Savage's goal of long-term success for the franchise. The play action is sure to be heated at Cleveland Browns Stadium as the team faces a tough 2008 schedule. Tickets to Browns games are always a hot commodity, but with expectations so high, fans will not want to miss the opportunity to cheer their team on to victory.","<p>The Cleveland Browns have a long and complicated history that began in
1946 when the team became a charter member of the All-American Football
Conference.  After winning four AAFC titles, including an undefeated season in 1948, the team joined the NFL and Paul Brown was named as vice-president, general manager, and head coach.  Although many believe the team was named for the coach, the official name, Brown Bombers, was selected in a public opinion contest in honor of heavyweight champion Joe Louis.  While not much was expected of the team in its first NFL season, the Browns proved their worth, reaching the title game for the next six years before experiencing their first losing season in 1956 after the retirement of quarterback Otto Graham. Art Modell purchased the Browns in 1961 and a power struggle ensued between him and head coach Paul Brown who was fired in 1962.  There followed a series of coaches who often led the team to winning seasons only to fall short in the playoffs. In 1990 the team really began to unravel, ending the season at 3-13, the second worst record in the league.  After a rash of quarterback problems in the early 90s, Modell announced plans in 1995 to move the Browns to Baltimore.  Fan protests and legal wrangling resulted in the team being deactivated for three years while a new stadium was built. Modell was granted a new franchise for Baltimore, and the Browns, sold to Al Lerner in 1998 as an expansion team, kept their name, history, records, awards, and archives in Cleveland. Several more losing seasons and coaching changes brought Romeo
Crennel to the Browns as head coach in 2005, and with the signing of Derek Anderson as quarterback, things started looking up in 2007--a trend fans and players alike are hoping to see continue.</p>"
Buffalo Bills,128,"Fans of New York's Buffalo Bills will have to hustle to rustle up tickets in order to see the team attempt to make the crucial leap to the post-season in 2008.  Head coach Dick Jauron believes he has the talent he needs to get the Bills back into contention. Toward that end, he has made as few changes to personnel as possible, and with the exception of some much-needed tweaking to the offense, is dedicated to staying the course set when he came on board in 2006. After finishing 7-9 in the last two seasons, the Bills are absolutely ready for a return to the success they enjoyed in the 1990s.  Quarterback Trent Edwards, who achieved a team record for most touchdown passes in a game during his rookie year, along with his veteran teammates, will benefit from the addition of cornerback Leodis McKelvin, wide receiver James Hardy, and tight end Derek Fine to the roster. Fans will want to act quickly to secure tickets for what promises to be an exciting season, which will also include a historic first when the Bills leave the familiar turf of Ralph Wilson Stadium to play a December home game at Toronto, Ontario''s Rogers Centre.","<p>The Buffalo Bills, the only NFL team to play home games within New York
State, was organized in 1960 as a charter member of the American Football League by owner Ralph Wilson. During the 1960s the team achieved some success, winning AFL championships in 1964 and 1965, and making it to the playoffs four straight seasons.  In 1964 the Bills became the first AFL team to win thirteen games in a season on the strength of the defense. The team was assimilated into the NFL in 1970.  With Joe Ferguson as the new quarterback and running back O.J. Simpson on board, the Bills ended a long dry spell with a winning season in 1973, and made a return to the playoffs in 1974--a feat not accomplished again until 1980. After dismal back-to-back seasons in 1983 and 1984, Marv Levy took over as head coach, and along with general manager Bill Polian revamped the team, resulting in the first of four consecutive winning seasons, each of which ended in Super Bowl losses. The retirement of quarterback Jim Kelly in 1996, followed by the departure of Levy the next year, marked the end of a successful era. The Buffalo Bills have had their struggles in the early years of the twenty-first century, including a quarterback controversy involving Doug Flutie and Rob Johnson, which ended when Flutie left, along with general manager John Butler in 2000. Changes since 2005 have put the
Bills back on track and moving toward what head coach Dick Jauron is
confident will be a return to past glories in 2008.</p>"
Pittsburgh Steelers,686,"Over the past seventy-six years, the Pittsburgh Steelers have forged a
strong bond with fans who will want to be sure and have tickets when their team rushes Heinz Field for the 2008 season. Head coach Mike Tomlin, in his second season with the Steelers, is eager to build on last year's 10-6 finish, which qualified for a trip to the playoffs. Record-breaking quarterback Ben Roethlisberger, signed to an eight-year contract following the finest season of his career in 2007, will be joined by fellow Pro Bowl players Alan Faneca, James Harrison, and other veterans, as well as seven draftees, including running back Rashard Mendenhall, wide receiver Limas Sweed, and linebacker Bruce Davis, for what promises to be an exciting 2008 season. Tickets are always at a premium for the Steelers who have sold out every home game since 1972. Fans will need to hurry to get in on the action.","<p>The Pittsburgh Steelers, the fifth oldest franchise in the NFL, began in 1933 as the Pittsburgh Pirates under the ownership of Art Rooney whose family still controls the team.   Success evaded the team for many years, but after struggling through the World War II years, during which it was a struggle to find enough players to even take to the field, the Steelers made it to the playoffs for the first time in 1947.  Things did not start looking up until 1970 when the AFL was assimilated into the NFL.  Under head coach Chuck Noll, who came on board in 1969, the Steelers grew into one of the NFL's greatest dynasties--helped along by the coach's talent for drafting future Hall of Fame players, as well as a move to the state-of-the-art Heinz Stadium in 2001. After reaching the playoffs for eight seasons, including trips to the Super Bowl four times in six years, Noll's legendary players began to retire in the 1980s, leaving the Steelers to struggle until the early 1990s when Noll retired. Bill Cowher, hired as Noll's replacement, led the team to the playoffs in his first six seasons, and to victory in Super Bowl XL against the Seattle Seahawks--the franchise's fifth Super Bowl win. The 2007 season finished with a 10-6 record and a trip to the playoffs which ended with a loss in the Wild Card round.</p>"
Detroit Lions,238,"Detroit Lions fans are stampeding to the box office to get tickets for the 2008 season, hoping to cheer their team to victory.   Although the team has never won a Super Bowl title, Detroit fans have remained loyal to the mighty Lions, hoping each year that the team will turn around. ","<p>The Lions began as the Portsmouth Spartans in 1929, playing as an independent professional team until joining the NFL in 1930 and moving to Detroit just four years later. </p><br/>
<p>The 1950s were certainly the Detroit Lions’ banner season, with the Lions winning the NFL championships in 1952, 1953, and 1957.  Since the 1950s though, the team has had few triumphs, winning only one other championship game, in 1991.   </p><br/>
<p>As the 2008 season approaches, fans with tickets to Detroit Lions games at Ford Field and football venues across the country are determined that this will be the season the team shows its true colors, overcomes crushing defeats and player losses and injuries, and shows the NFL what they are worth.  Head coach Rod Marinelli is hoping to rebuild both the Lions offensive and defensive teams, relying on John Kitna, Roy Williams, and Calvin Johnson to carry the offense, and Tatum Bell and rookie Kevin Smith to lead the defensive side.  </p>"
Kansas City Cheifs,427,"The Kansas City Chiefs are hoping to charge their way to victory in the 2008 season, despite their dismal record in 2007, and fans with tickets to Kansas City Chiefs games at Arrowhead Stadium are confident their team will come through and deliver a winning season. ","<p>The Kansas City Chiefs first arrived as charter members of the American Football League in 1960, originally playing in Dallas as the Dallas Texans before moving to Kansas City and being reborn the Chiefs.  The team’s first decade was definitely their most successful, with the Chiefs leading the AFL from 1960 to 1969.  And, in 1969, the Chiefs won the distinction of being only the second AFL team to beat an NFL club after defeating the Minnesota Vikings in Super Bowl IV.  </p><br/>
<p>Although the Chiefs have failed to claim another Super Bowl win since their 1968 win, they are still considered one of the strongest franchises in the AFL, with loyal fans hoping each year will bring their team another chance at Super Bowl stardom.  As the 2008 season approaches, the Kansas City Chiefs are shaping up to be a strong contender to lead the AFL.  Head coach Herm Edwards is hoping to rebuild the team after their disappointing finish to the 2007 season.  The team is currently undergoing some serious growing pains, but with the help of key players such as Brandon Albert, Brandon Croyle, and Larry Johnson, Chiefs fans are certainly willing to stick by their team as they work through their roster troubles and create another winning team that will ensure fans stay on the edge of their seats for the upcoming season.  </p>"
San Diego Chargers,755,The San Diego Chargers are sure to thrill loyal fans with tickets to San Diego Chargers games at Qualcomm Stadium thanks to quarterback Phillip Rivers and running back LaDainian Tomlinson as they prepare for the 2008 season. ,"<p>Since their entrance into the American Football League in 1960, the Chargers have arguably been one of the strongest teams in professional football.  Although the Chargers have never won the coveted Super Bowl title, they have consistently proved they can be leaders in the AFL.  With ten playoff appearances, and four trips to the AFC Championship game, fans know that the Chargers have what it takes to make it to the Super Bowl.  The team just needs to prove they have the strength and determination to finally win the ultimate title.  </p><br/>
<p>The team’s first and only Super Bowl appearance was at Super Bowl XXIX, on January 29, 1995.   The Chargers faced off against the NFC champion San Francisco 49ers at Joe Robbie Stadium in Miami, Florida.  The 49ers went on to defeat the Chargers, 49-26, but the valiant Chargers showed they were still a team to be reckoned with.  Fans’ hopes were high in 2007, when the San Diego Chargers made it all the way to the playoffs, but their ultimate defeat once again dashed the teams’ chances at winning their first Super Bowl title.  But, the Chargers have an excellent shot at a winning 2008 season, with many arguing the Chargers are the strongest in the League, if not the entire NFL.   Quarterback Phillip Rivers and running back LaDainian Tomlinson, as well as tight end Antonio Gates, and receivers Chris Chambers and Vincent Jackson have formed a core team with the stamina and skills needed to lead the Chargers to victory.  Regardless of the team’s performance, lucky fans with tickets to San Diego Chargers games at Qualcomm Stadium and other football venues around the country are sure to be treated to excitement that will keep them on the edge of their seats as they cheer their team on and dream of the Super Bowl title.  </p>"
Seattle Seahawks,772,"Tickets for Seattle Seahawks games at Qwest Field are flying out of box offices as fans prepare to cheer their team on to victory in the 2008 season.  Since the Seahawks flew into Seattle in 1976 as the city’s first professional football team, the Seahawks have won over the city’s sports fans with their heart and determination.","<p>Although the Seattle Seahawks boast one of the most embarrassing records in the NFL, with the longest standing lack of playoff victories, thanks to their failure to win a playoff game from 1984 to 2005, fans with tickets to Seattle Seahawks game were rewarded when the Seahawks pulled in a win over the Washington Redskins in the 2005 playoffs.  After that surprising victory over the Redskins, the Seahawks managed to continue their playoff winning streak, winning the 2005, 2006, and 2007 NFC West titles.</p><br/>
<p>Besides their losing streak, the Seahawks are probably best known for their rowdy fans, who make sure Qwest Field is one of the loudest in professional football, cheering their favorite players through both wins and losses.  And, as the 2008 season approaches, Seattle Seahawk fans are hoping that this will finally be the season where their team wins it all.  With the loss of Shaun Alexander in the outfield, the Seahawks are attempting to rebuild, becoming stronger and better with the help of Bobby Engram, Julius Jones, Patrick Kerney, and Marcus Trufant.  No matter what the outcome is of the Seattle Seahawks’ 2008 season, though, fans are sure to be rewarded with exciting games, legendary plays, and triumphant returns.  </p>"
iron maiden,378,"Iron Maiden, the metal superstars are back to thrash your world!  The most popular metal band from Britain, leading in the World's contemporary Rock and Metal Magazines, with incomparable World Tours including Eddie The Head, number one albums and over 55 million record sales over the past 25 years are back on tour!  Have you purchased your Iron Maiden tickets yet?","<p>Before Steve Harris became a musician, he played for a youth team called ""The Irons"" which helped influence the name of the band.  Along with The Irons, the medieval torture device, an Iron Maiden also inspired the band's name.  When Steve Harris (bassist) and Dave Murray (guitarist) met up in 1970, Iron Maiden had a great line up at local punk rock shows in London.  Even after multiple replacements in the band, they had a big following only after three years of performing together. </p><br/>
<p>In 1980, Adrian Smith (guitar) replaced Dennis Stratton, turning Iron Maiden into one of legendary bands of the New Wave of British Heavy Metal after releasing the Iron Maiden album. The lyrics in the song ""Iron Maiden"" speak about the method of execution used in Germany.  After touring with Kiss and Judas Priest, Iron Maiden produced another album titled Killers with only two new tracks.  One of those being “Murders in the Rue Morgue”, an energetic song which only brought more lime light to this heavy metal band!</p><br/>
<p>Iron Maiden became a worldwide success in 1982 after Paul Di'Anno was replaced with Bruce Dickinson (vocalist).  Dickinson’s debut was just in time for Iron Maiden’s classic heavy metal album The Number of the Beast. Including songs such as ""The Number of the Beast"", ""Run to the Hills"" and ""Hallowed Be Thy Name"".  This would be the first time the band went on a world tour.  Iron Maiden tickets sold in the United States, Japan and Australia.  From this point on, up until 1990, more replacements and more albums were produced.  Nicko McBrain (drummer) replaced Clive Burr and went on to release four more albums, Piece of Mind (1983), Powerslave (1984), Live After Death (1985) and Somewhere in Time (1986), making Iron Maiden multi-platinum worldwide!  After the release of No Prayer for the Dying and Fear of the Dark, Dickinson ventured out on his own to pursue a solo album in 1993 and the band started suffered after trying to find even more replacements once.  However, by 1990, Iron Maiden announced the return of Dickinson, giving Iron Maiden three guitarists (Dickinson, Smith and Gers), which only lead to the road of success.  From this point on, Iron Maiden pulled together and have been rocking strong ever since which lead to more progressive rock albums such as, Brave New World (2000) and, Dance of Death (2003).</p><br/>
<p>Because of their dedication and brilliance, the ultimate tribute album Maiden Heaven (July 2008) has been created by some of Iron Maiden’s biggest fans, including Metallica,  Machine Head, Avenged Seven Fold, Dream Theatre and much, much more!  In the mean time, Iron Maiden tickets are on sale for their 2008 tour, starting in India, making their way around the world and will be ending this year’s event in Moscow, Russia at the Olympic Stadium!  </p>"
